network,tier,x,y,arm,rep,true_dag_on_path,chat_source_sha256,generating_dag_sha256,k_sha256,n_k,status,committed_verdict,z_size,g0_undirected,k_g0,separation,separation_status,component_size,r_claim,r_claim_status,r_id,r_hop,hop_method,hop_exact,hop_lower_bound,phi_1,witness,n_wrong_claims,n_omitted,z_valid_at_truth,z_backdoor_at_truth,severity,bucket_B2_free_rule,bucket_B4_kg0,bucket_B5_k,bucket_B6_hop,bucket_B7_claim
Sebastiani_2005,T2,TGFBR3.8,BMP6.10,D_SCRAMBLED_72B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,78230fcbbed119ed,3,not_amenable,not_amenable,,4,3,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,ANXA2.5,ANXA2.11,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,ANXA2.8,ANXA2.7,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,1,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,ANXA2.8,CSF2.4,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.25,ANXA2.8->CAT,1,0,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,ANXA2.8,SELP.12,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.25,ANXA2.8->CAT,1,0,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,BMP6,ANXA2.11,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,BMP6.13,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,1,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,BMP6,EDNI1.6,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,TGFBR3.2,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6.14,EDN1.10,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,CAT,ANXA2.7,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,CAT,CSF2.4,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,1,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,CAT,SELP.12,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,1,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDN1.9,ANXA2.12,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,1,1,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDNI1.6,ADCY9.8,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,BMP6.11,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,EDN1.10,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,1,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDNI1.6,TGFBR3.10,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,Stroke,BMP6.9,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,1,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,Stroke,SELP.17,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,1,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,TGFBR3.8,BMP6.10,D_LLM_32B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,9b7f8a9b98efa1d1,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.25,TGFBR3.8->Stroke,1,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,ANXA2.5,ANXA2.11,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,2,1,6,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.1667,ANXA2.5->ANXA2.7,2,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,ANXA2.8,ANXA2.7,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,ANXA2.8,CSF2.4,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.1667,ANXA2.8->CAT,2,0,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,ANXA2.8,SELP.12,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.1667,ANXA2.8->CAT,2,0,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,BMP6,ANXA2.11,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,BMP6.13,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,BMP6,EDNI1.6,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,TGFBR3.2,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6.14,EDN1.10,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,not_amenable,not_amenable,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,CAT,ANXA2.7,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,CAT,CSF2.4,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,CAT,SELP.12,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDN1.9,ANXA2.12,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,2,1,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDNI1.6,ADCY9.8,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,BMP6.11,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,EDN1.10,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDNI1.6,TGFBR3.10,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,Stroke,BMP6.9,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,Stroke,SELP.17,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,TGFBR3.8,BMP6.10,D_LLM_SRC_70B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,376de6ce05ec57f2,6,ok,closed_form,1,1,6,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.1667,TGFBR3.8->Stroke,2,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,ANXA2.5,ANXA2.11,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,2,0,7,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.1429,ANXA2.5->ANXA2.7,4,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,ANXA2.8,ANXA2.7,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,ANXA2.8,CSF2.4,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,2,exact,2,2,local_up_fast,1,,0.0,ANXA2.8->CAT and BMP6->ANXA2.8,4,0,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,ANXA2.8,SELP.12,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,2,exact,2,2,local_up_fast,1,,0.0,ANXA2.8->CAT and BMP6->ANXA2.8,4,0,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,BMP6,ANXA2.11,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.1429,BMP6->ANXA2.8,4,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,BMP6,BMP6.13,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,BMP6,EDNI1.6,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,0,0,7,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.1429,BMP6->ANXA2.8,4,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,BMP6,TGFBR3.2,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,2,0,7,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.1429,BMP6->ANXA2.8,4,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,BMP6.14,EDN1.10,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.1429,BMP6.14->EDN1.9,4,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,CAT,ANXA2.7,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,y_not_possible_descendant,y_not_possible_descendant,,0,7,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,CAT,CSF2.4,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,CAT,SELP.12,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,EDN1.9,ANXA2.12,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,EDNI1.6,ADCY9.8,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,y_not_possible_descendant,y_not_possible_descendant,,0,7,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,BMP6.11,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,y_not_possible_descendant,y_not_possible_descendant,,0,7,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,EDN1.10,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,EDNI1.6,TGFBR3.10,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,y_not_possible_descendant,y_not_possible_descendant,,0,7,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,Stroke,BMP6.9,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,Stroke,SELP.17,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,4,0,1,1,benign,slack,held,held,held,slack
Sebastiani_2005,T2,TGFBR3.8,BMP6.10,D_LLM_GEMMA_27B,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,c33944b114dcfa8b,7,ok,closed_form,1,0,7,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.1429,TGFBR3.8->Stroke,4,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,ANXA2.5,ANXA2.11,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,ANXA2.8,ANXA2.7,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,2,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,ANXA2.8,CSF2.4,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,ANXA2.8,SELP.12,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,ANXA2.11,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,BMP6.13,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,2,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,BMP6,EDNI1.6,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,TGFBR3.2,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6.14,EDN1.10,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,CAT,ANXA2.7,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,not_amenable,not_amenable,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,CAT,CSF2.4,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,2,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,CAT,SELP.12,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,2,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDN1.9,ANXA2.12,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,2,1,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDNI1.6,ADCY9.8,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,BMP6.11,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,EDNI1.6,EDN1.10,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,2,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,EDNI1.6,TGFBR3.10,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,y_not_possible_descendant,y_not_possible_descendant,,3,4,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,Stroke,BMP6.9,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,Stroke,SELP.17,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,,gt_3,,-1,e1_ladder,1,,0.0,,2,0,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,TGFBR3.8,BMP6.10,D_RAND,0,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,21b9942fa3087339,4,ok,closed_form,1,3,4,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.25,TGFBR3.8->Stroke,2,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,ANXA2.5,ANXA2.11,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,ok,closed_form,2,1,6,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.25,ANXA2.5->ANXA2.7,2,0,0,0,validity,safe,dangerous,dangerous,safe,safe
Sebastiani_2005,T2,ANXA2.8,ANXA2.7,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,ok,closed_form,1,1,6,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,2,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,ANXA2.8,CSF2.4,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,ok,closed_form,1,1,6,,no_z_member_in_component,4,1,exact,1,2,local_up_fast,1,,0.25,EDNI1.6->ANXA2.8,2,2,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,ANXA2.8,SELP.12,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,ok,closed_form,1,1,6,,no_z_member_in_component,4,1,exact,1,2,local_up_fast,1,,0.25,EDNI1.6->ANXA2.8,2,2,1,1,benign,slack,held,held,slack,slack
Sebastiani_2005,T2,BMP6,ANXA2.11,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,BMP6.13,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,ok,closed_form,1,1,6,,no_z_member_in_component,4,,gt_3,,-1,e1_ladder,1,,0.0,,2,2,1,1,benign,slack,held,held,held,held
Sebastiani_2005,T2,BMP6,EDNI1.6,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6,TGFBR3.2,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,y_not_possible_descendant,y_not_possible_descendant,,1,6,,,,,,,,,,,,,,,,,,,,,,
Sebastiani_2005,T2,BMP6.14,EDN1.10,D_RAND,1,via_Chat_only,37a5aaf6f9857f6d,992a78862d121fa3,3dec5fee96bf68a1,4,not_amenable,not_amenable,,1,6,,,,,,,,,,,,,,,,,,,,,,
